Geschlecht,Alter,Kinder,Familienstand,Berufstaetig,Einkaufstag,Einkaufsuhrzeit,Wohnort,Haushaltsnettoeinkommen,Stammkunde,Einkaufssumme,Elektrowerkzeuge,Eisenwaren,Handwerkzeuge,Sanitaermaterial,Schliesstechnik,Fliesen,Farben,Armaturen,Renovierung,Elektromaterial,Baustoffe,Holz,Bodenbelag,Leuchten,Aktionsware
m,>60,ja,ledig,ja,Montag,<10 Uhr,< 10 km,2000-<3200,> 5,244,0,7,0,0,54,0,0,0,183,0,0,0,0,0,0
m,31-40,nein,Partnerschaft,nein,Freitag,>17 Uhr,10 - 25 km,3200-<4500,> 5,620,0,12,18,108,84,3,0,363,0,180,0,0,0,0,0
w,>60,nein,ledig,ja,Samstag,>17 Uhr,10 - 25 km,1000-<2000,> 5,37,0,6,0,19,138,0,0,297,0,0,0,0,0,0,0
m,31-40,ja,Partnerschaft,nein,Freitag,>17 Uhr,< 10 km,1000-<2000,> 5,391,0,2,40,0,7,0,0,0,61,0,0,15,186,0,117
m,31-40,ja,ledig,ja,Montag,10-12 Uhr,< 10 km,2000-<3200,> 5,468,0,9,12,42,0,84,0,294,0,0,393,0,0,0,0
w,18-30,nein,ledig,ja,Donnerstag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,109,0,0,26,62,0,237,0,0,0,0,21,0,0,0,0
m,41-50,ja,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,113,0,33,0,80,0,0,0,0,0,0,0,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Freitag,14-17 Uhr,10 - 25 km,3200-<4500,> 5,373,30,24,32,0,0,0,0,0,0,112,0,54,0,45,153
m,>60,nein,ledig,ja,Dienstag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,699,0,0,0,0,30,0,0,0,38,126,244,38,0,11,198
w,>60,nein,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,> 5,209,0,9,11,0,0,0,0,0,0,0,200,0,0,0,0
m,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,688,0,0,0,180,0,26,0,116,0,87,384,0,0,25,0
m,18-30,ja,ledig,ja,Montag,14-17 Uhr,10 - 25 km,<1000,> 5,587,171,9,48,0,38,0,0,0,104,0,0,0,0,0,285
m,31-40,nein,ledig,ja,Samstag,>17 Uhr,10 - 25 km,<1000,1 bis 5,168,0,0,0,0,60,0,0,0,0,0,0,66,0,42,0
m,31-40,nein,ledig,ja,Dienstag,<10 Uhr,10 - 25 km,<1000,1 bis 5,153,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0
w,>60,ja,ledig,ja,Donnerstag,10-12 Uhr,< 10 km,1000-<2000,0,352,0,15,24,3,22,162,0,0,114,0,0,22,0,0,188
w,41-50,nein,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,1000-<2000,> 5,462,0,12,10,141,25,0,0,200,0,46,134,0,0,0,0
m,31-40,nein,ledig,ja,Montag,14-17 Uhr,10 - 25 km,2000-<3200,> 5,344,24,15,0,37,0,126,21,0,87,0,0,0,68,0,92
m,31-40,nein,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,1000-<2000,0,727,0,0,4,48,0,0,0,0,75,0,0,63,369,0,168
m,41-50,nein,Partnerschaft,ja,Samstag,<10 Uhr,10 - 25 km,3200-<4500,> 5,154,0,1,0,0,0,0,0,0,8,0,0,0,0,0,145
w,31-40,ja,Partnerschaft,ja,Montag,10-12 Uhr,10 - 25 km,<1000,> 5,67,0,15,0,0,38,0,0,0,22,52,0,0,0,66,0
m,18-30,ja,Partnerschaft,ja,Montag,>17 Uhr,< 10 km,1000-<2000,> 5,142,0,4,42,0,44,0,0,0,48,120,0,0,0,0,0
w,41-50,ja,Partnerschaft,ja,Montag,12-14 Uhr,10 - 25 km,3200-<4500,1 bis 5,633,0,14,0,150,0,40,0,0,72,76,176,0,0,52,207
m,18-30,ja,Partnerschaft,nein,Samstag,10-12 Uhr,10 - 25 km,2000-<3200,1 bis 5,242,0,10,0,44,0,255,0,0,165,78,0,0,0,30,0
m,31-40,nein,Partnerschaft,nein,Montag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,23,0,3,10,0,42,0,0,0,0,0,0,0,0,0,0
m,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,>4500,> 5,406,0,0,48,30,0,0,0,96,0,102,112,0,0,0,0
m,31-40,ja,ledig,ja,Samstag,14-17 Uhr,< 10 km,2000-<3200,> 5,498,0,6,24,0,111,0,0,0,44,37,0,21,122,24,312
w,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,> 5,144,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0
m,>60,nein,ledig,ja,Montag,10-12 Uhr,< 10 km,>4500,0,406,192,0,0,54,0,202,0,0,123,82,0,0,0,34,0
m,>60,ja,ledig,nein,Freitag,12-14 Uhr,> 25 km,2000-<3200,1 bis 5,298,126,18,22,66,50,0,0,0,0,0,0,0,66,0,0
m,51-60,ja,ledig,nein,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,1 bis 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,18-30,nein,ledig,ja,Freitag,<10 Uhr,< 10 km,1000-<2000,0,158,0,0,16,0,0,0,0,0,101,10,0,0,0,0,0
m,>60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,0,131,0,3,8,68,34,68,0,112,58,60,0,0,0,60,0
w,51-60,ja,ledig,ja,Mittwoch,14-17 Uhr,< 10 km,1000-<2000,0,420,82,0,0,24,0,0,0,396,0,0,314,0,0,0,0
m,18-30,ja,Partnerschaft,ja,Dienstag,10-12 Uhr,< 10 km,1000-<2000,> 5,216,0,6,0,87,0,246,0,98,123,0,0,0,0,0,0
m,18-30,nein,ledig,nein,Freitag,12-14 Uhr,< 10 km,2000-<3200,1 bis 5,1086,0,16,2,0,25,0,0,0,0,0,735,36,83,0,180
m,>60,ja,ledig,ja,Dienstag,10-12 Uhr,10 - 25 km,>4500,0,328,0,6,0,0,66,94,0,0,228,0,0,0,0,0,0
m,31-40,nein,ledig,ja,Freitag,12-14 Uhr,< 10 km,2000-<3200,0,269,0,24,33,26,12,90,0,202,0,41,0,0,0,60,178
m,41-50,ja,Partnerschaft,ja,Freitag,>17 Uhr,> 25 km,3200-<4500,> 5,575,0,12,15,0,58,0,0,0,0,129,228,58,88,0,60
m,31-40,nein,Partnerschaft,nein,Freitag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,153,0,0,0,0,0,0,0,0,32,56,0,18,0,0,79
m,41-50,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,3200-<4500,> 5,215,0,6,12,0,51,0,0,0,41,0,0,0,0,0,168
m,31-40,ja,ledig,nein,Samstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,217,0,12,0,0,0,0,39,0,70,0,0,0,0,40,0
w,>60,nein,ledig,ja,Dienstag,10-12 Uhr,< 10 km,<1000,1 bis 5,667,0,24,0,0,44,0,0,0,37,88,139,30,0,75,288
m,18-30,ja,Partnerschaft,ja,Montag,>17 Uhr,< 10 km,1000-<2000,> 5,415,0,0,30,37,0,372,0,216,0,0,348,0,0,0,0
m,>60,ja,Partnerschaft,ja,Montag,10-12 Uhr,< 10 km,>4500,0,543,0,4,0,117,0,165,0,96,249,0,128,0,0,0,45
m,>60,nein,ledig,nein,Montag,10-12 Uhr,10 - 25 km,<1000,> 5,220,0,7,0,0,0,0,0,0,92,114,0,99,0,27,0
m,>60,ja,Partnerschaft,ja,Samstag,>17 Uhr,10 - 25 km,3200-<4500,> 5,680,66,0,0,80,0,28,0,0,225,0,0,0,0,0,146
w,31-40,ja,ledig,ja,Freitag,10-12 Uhr,> 25 km,2000-<3200,> 5,289,0,0,0,34,0,0,0,90,186,123,44,0,0,31,0
m,41-50,nein,Partnerschaft,ja,Mittwoch,<10 Uhr,10 - 25 km,<1000,1 bis 5,253,0,0,0,46,0,0,0,0,39,0,0,0,0,0,168
w,18-30,nein,Partnerschaft,ja,Donnerstag,14-17 Uhr,< 10 km,<1000,> 5,293,0,0,5,0,0,0,0,0,40,33,0,24,0,11,231
m,51-60,nein,Partnerschaft,nein,Mittwoch,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,551,65,0,26,90,0,80,0,0,146,0,224,0,0,0,0
w,31-40,ja,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,389,97,0,0,0,22,0,0,172,0,0,98,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Samstag,<10 Uhr,< 10 km,2000-<3200,1 bis 5,728,0,0,0,108,0,120,0,204,82,0,316,72,0,0,150
w,18-30,ja,Partnerschaft,nein,Freitag,>17 Uhr,< 10 km,1000-<2000,> 5,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,41-50,ja,Partnerschaft,ja,Samstag,<10 Uhr,> 25 km,1000-<2000,> 5,408,0,15,8,75,68,0,0,0,201,120,0,0,0,17,198
m,41-50,ja,Partnerschaft,ja,Freitag,<10 Uhr,10 - 25 km,1000-<2000,1 bis 5,337,303,0,0,0,0,0,0,0,0,0,0,0,0,0,34
m,41-50,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,3200-<4500,> 5,714,144,12,0,68,60,0,0,0,0,111,0,0,0,20,322
m,18-30,nein,ledig,nein,Freitag,>17 Uhr,< 10 km,>4500,> 5,427,60,0,0,0,39,0,0,0,20,116,64,0,0,0,148
m,18-30,nein,ledig,ja,Montag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,144,98,0,0,0,0,0,0,0,0,0,0,0,0,0,46
m,18-30,ja,Partnerschaft,ja,Samstag,<10 Uhr,> 25 km,1000-<2000,> 5,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
w,>60,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,>4500,0,51,0,3,0,0,41,0,0,0,0,0,0,0,0,48,0
m,51-60,nein,ledig,ja,Dienstag,14-17 Uhr,10 - 25 km,2000-<3200,> 5,128,0,12,0,74,0,117,0,1,0,0,0,0,0,42,0
w,18-30,nein,Partnerschaft,nein,Montag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,318,0,6,42,0,75,0,0,0,3,204,0,0,0,81,0
m,51-60,ja,Partnerschaft,ja,Freitag,<10 Uhr,> 25 km,2000-<3200,0,367,0,0,0,0,0,0,0,0,219,0,148,0,0,0,0
m,31-40,nein,ledig,nein,Freitag,12-14 Uhr,< 10 km,2000-<3200,1 bis 5,238,0,10,27,32,0,88,0,0,240,126,70,0,0,30,0
m,31-40,ja,Partnerschaft,ja,Montag,14-17 Uhr,10 - 25 km,>4500,1 bis 5,531,136,2,14,28,30,111,0,104,240,0,0,57,54,0,0
w,41-50,ja,ledig,nein,Freitag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,476,190,12,2,69,24,0,0,0,135,189,0,0,0,0,0
w,51-60,nein,ledig,ja,Donnerstag,10-12 Uhr,< 10 km,3200-<4500,1 bis 5,594,87,9,26,0,0,0,0,0,159,0,117,0,0,76,52
m,>60,nein,ledig,ja,Montag,12-14 Uhr,< 10 km,1000-<2000,1 bis 5,119,0,12,48,0,11,0,0,0,0,0,86,0,0,21,0
m,18-30,nein,Partnerschaft,nein,Dienstag,>17 Uhr,10 - 25 km,3200-<4500,1 bis 5,505,0,0,0,69,0,30,0,159,74,144,0,0,130,120,0
w,>60,ja,Partnerschaft,nein,Samstag,>17 Uhr,< 10 km,2000-<3200,> 5,403,81,0,0,0,0,0,0,0,92,0,176,42,0,0,12
m,18-30,ja,ledig,ja,Mittwoch,<10 Uhr,> 25 km,>4500,> 5,170,0,0,0,0,0,0,0,0,0,0,123,12,0,0,35
m,31-40,ja,ledig,nein,Dienstag,<10 Uhr,< 10 km,<1000,0,449,79,0,0,0,0,0,0,66,90,30,252,0,0,25,22
w,41-50,nein,ledig,ja,Freitag,>17 Uhr,> 25 km,3200-<4500,> 5,72,0,8,21,4,42,286,0,0,0,0,0,0,60,0,0
w,51-60,ja,Partnerschaft,ja,Samstag,14-17 Uhr,> 25 km,2000-<3200,> 5,179,0,4,22,0,74,0,0,0,0,0,144,31,0,0,0
m,51-60,ja,Partnerschaft,ja,Freitag,10-12 Uhr,10 - 25 km,<1000,1 bis 5,279,76,6,27,18,52,37,0,81,0,0,0,0,0,0,134
m,18-30,nein,Partnerschaft,ja,Freitag,12-14 Uhr,< 10 km,2000-<3200,> 5,238,102,0,0,0,0,0,0,0,176,64,0,0,0,52,0
m,>60,ja,ledig,ja,Montag,10-12 Uhr,> 25 km,>4500,0,165,0,0,9,0,0,0,0,0,0,0,0,0,0,0,156
m,18-30,nein,Partnerschaft,ja,Freitag,10-12 Uhr,10 - 25 km,2000-<3200,0,162,0,2,1,0,69,0,0,0,0,0,136,0,0,0,0
m,18-30,nein,ledig,ja,Dienstag,14-17 Uhr,< 10 km,1000-<2000,> 5,136,4,9,16,26,43,88,0,0,0,0,0,0,0,0,67
m,>60,ja,Partnerschaft,ja,Dienstag,10-12 Uhr,10 - 25 km,<1000,1 bis 5,764,9,0,30,90,0,159,0,88,0,0,180,0,68,0,387
w,51-60,ja,Partnerschaft,ja,Montag,12-14 Uhr,10 - 25 km,1000-<2000,1 bis 5,78,0,6,0,28,0,171,0,0,44,0,0,0,0,0,0
m,>60,ja,Partnerschaft,nein,Samstag,10-12 Uhr,< 10 km,1000-<2000,0,187,52,3,2,0,66,0,0,0,0,0,0,0,0,0,123
m,18-30,ja,Partnerschaft,nein,Samstag,>17 Uhr,< 10 km,2000-<3200,> 5,486,0,6,0,0,0,0,0,432,0,0,0,0,0,0,48
w,18-30,nein,Partnerschaft,ja,Samstag,>17 Uhr,10 - 25 km,<1000,1 bis 5,517,0,4,9,0,80,0,0,0,0,0,435,0,0,78,0
m,41-50,ja,ledig,nein,Freitag,12-14 Uhr,< 10 km,1000-<2000,> 5,259,0,5,13,147,18,178,0,156,0,0,107,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,<1000,1 bis 5,17,0,6,54,0,33,0,0,0,0,0,0,0,0,0,0
w,>60,ja,Partnerschaft,nein,Montag,<10 Uhr,< 10 km,3200-<4500,1 bis 5,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
m,31-40,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,<1000,0,260,0,15,0,0,30,0,0,0,57,33,98,17,0,0,81
m,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,<1000,1 bis 5,581,0,8,0,0,16,38,0,0,60,130,0,33,207,33,0
m,>60,ja,ledig,nein,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,0,577,0,6,10,0,30,0,0,0,100,171,288,0,0,30,58
w,>60,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,0,265,0,18,0,48,12,0,0,96,0,0,68,0,56,54,0
w,>60,ja,Partnerschaft,ja,Mittwoch,10-12 Uhr,10 - 25 km,3200-<4500,0,158,34,6,12,8,0,25,0,100,0,0,0,0,0,0,60
m,41-50,ja,Partnerschaft,nein,Montag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,366,0,0,0,72,0,0,0,0,0,0,144,0,0,0,150
w,51-60,nein,ledig,nein,Samstag,10-12 Uhr,10 - 25 km,2000-<3200,1 bis 5,380,0,42,10,0,48,0,0,0,0,0,178,0,106,54,0
m,18-30,ja,ledig,ja,Freitag,>17 Uhr,> 25 km,1000-<2000,0,12,0,12,0,0,90,0,0,0,0,0,0,0,0,0,0
m,41-50,nein,Partnerschaft,nein,Donnerstag,12-14 Uhr,< 10 km,1000-<2000,> 5,355,0,0,13,39,0,0,0,87,0,0,168,0,0,0,135
w,18-30,ja,Partnerschaft,ja,Montag,10-12 Uhr,< 10 km,2000-<3200,0,230,0,0,36,48,0,0,0,45,0,0,0,0,0,0,146
m,41-50,nein,Partnerschaft,ja,Freitag,<10 Uhr,> 25 km,1000-<2000,0,144,0,0,30,8,0,138,0,86,0,0,106,0,0,0,0
m,>60,nein,Partnerschaft,ja,Samstag,10-12 Uhr,10 - 25 km,2000-<3200,1 bis 5,228,0,0,0,60,0,0,0,0,150,168,0,0,0,57,0
w,31-40,ja,ledig,nein,Dienstag,10-12 Uhr,10 - 25 km,<1000,1 bis 5,203,0,12,0,90,0,14,0,104,0,0,63,0,0,0,38
m,31-40,ja,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,1000-<2000,> 5,301,0,0,0,30,34,146,0,0,60,231,0,6,0,108,0
m,41-50,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,<1000,0,211,0,0,0,0,28,0,0,0,60,183,0,0,0,0,0
m,18-30,ja,Partnerschaft,nein,Samstag,>17 Uhr,10 - 25 km,1000-<2000,> 5,536,54,8,14,0,72,0,0,0,26,42,96,75,0,18,170
m,31-40,ja,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,1000-<2000,0,214,0,4,15,0,0,0,0,0,0,111,0,57,0,0,0
m,>60,nein,Partnerschaft,ja,Samstag,12-14 Uhr,10 - 25 km,<1000,1 bis 5,619,46,0,0,150,0,324,69,208,0,72,136,0,0,30,50
w,>60,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,<1000,> 5,293,0,0,0,0,0,114,138,0,0,0,41,0,0,0,0
m,18-30,ja,ledig,ja,Samstag,12-14 Uhr,< 10 km,2000-<3200,> 5,79,0,18,0,16,0,255,45,0,0,0,0,0,0,0,0
w,>60,ja,ledig,nein,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,194,0,12,51,0,159,0,0,0,36,0,0,0,0,0,146
m,31-40,ja,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,3200-<4500,1 bis 5,114,0,18,48,0,0,0,0,0,207,96,0,0,0,44,0
m,51-60,nein,ledig,ja,Samstag,10-12 Uhr,< 10 km,2000-<3200,> 5,81,0,6,13,0,75,43,0,0,100,32,0,0,0,44,0
w,>60,ja,Partnerschaft,nein,Samstag,>17 Uhr,10 - 25 km,3200-<4500,1 bis 5,515,0,0,0,0,0,0,0,0,74,0,312,0,0,0,129
m,>60,ja,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,3200-<4500,> 5,583,0,4,12,42,8,62,0,0,95,62,261,0,0,48,214
m,18-30,nein,Partnerschaft,ja,Montag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,580,0,15,10,62,60,222,0,140,0,0,216,0,0,0,285
w,>60,ja,ledig,nein,Freitag,<10 Uhr,> 25 km,>4500,> 5,102,0,8,27,39,38,72,0,0,96,19,0,0,0,99,2
m,>60,ja,Partnerschaft,ja,Dienstag,<10 Uhr,< 10 km,1000-<2000,> 5,557,0,18,40,0,0,0,0,0,61,27,288,0,0,21,64
w,18-30,ja,Partnerschaft,ja,Freitag,14-17 Uhr,10 - 25 km,2000-<3200,> 5,554,0,2,15,75,26,108,0,186,0,39,0,0,0,66,328
w,18-30,nein,Partnerschaft,nein,Dienstag,12-14 Uhr,< 10 km,>4500,0,77,0,27,9,0,0,0,0,0,0,0,0,34,0,0,0
m,18-30,nein,ledig,ja,Montag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,421,0,12,7,34,6,240,0,120,0,0,0,0,0,10,266
m,41-50,ja,Partnerschaft,ja,Montag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,347,182,3,16,30,135,123,0,0,0,0,78,0,0,0,0
m,51-60,nein,ledig,ja,Dienstag,10-12 Uhr,10 - 25 km,3200-<4500,0,108,0,21,38,0,0,0,0,0,0,0,0,0,0,0,60
m,>60,ja,ledig,ja,Freitag,>17 Uhr,< 10 km,3200-<4500,> 5,266,144,15,9,74,0,0,0,339,0,0,0,0,0,0,0
m,>60,ja,ledig,nein,Donnerstag,>17 Uhr,< 10 km,>4500,> 5,126,0,12,13,0,24,0,0,0,74,0,40,0,0,0,0
m,51-60,nein,ledig,nein,Donnerstag,14-17 Uhr,10 - 25 km,3200-<4500,> 5,450,0,0,11,26,0,309,0,92,129,111,55,0,0,36,79
w,31-40,nein,Partnerschaft,ja,Freitag,>17 Uhr,10 - 25 km,>4500,1 bis 5,225,0,3,0,0,46,0,0,0,135,0,0,75,0,0,0
w,>60,nein,ledig,nein,Montag,12-14 Uhr,< 10 km,>4500,1 bis 5,370,0,0,0,0,24,0,0,0,0,0,0,28,0,0,318
m,>60,nein,ledig,nein,Samstag,10-12 Uhr,10 - 25 km,2000-<3200,1 bis 5,48,0,18,2,0,0,0,0,0,0,30,0,0,0,69,0
m,18-30,ja,ledig,ja,Montag,>17 Uhr,10 - 25 km,3200-<4500,0,226,0,14,42,0,0,0,0,0,309,37,49,60,0,0,66
w,18-30,nein,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,<1000,> 5,9,0,9,42,0,13,0,0,0,0,0,0,0,0,0,0
m,>60,ja,ledig,ja,Mittwoch,>17 Uhr,> 25 km,<1000,> 5,466,0,0,0,0,30,0,0,0,0,0,380,0,0,0,56
w,51-60,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,> 5,24,0,18,33,0,0,0,0,0,0,0,0,0,0,0,0
w,41-50,nein,Partnerschaft,ja,Dienstag,14-17 Uhr,10 - 25 km,1000-<2000,> 5,856,0,1,14,126,69,297,0,0,270,0,79,0,0,0,297
m,31-40,ja,ledig,ja,Montag,>17 Uhr,10 - 25 km,<1000,1 bis 5,365,0,0,8,0,0,0,0,192,146,37,128,0,0,0,0
m,18-30,ja,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,1000-<2000,0,242,0,0,0,16,0,70,0,0,55,104,0,0,0,0,122
w,>60,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,0,815,288,0,0,0,0,0,0,178,0,0,276,0,0,0,73
m,18-30,ja,Partnerschaft,nein,Samstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,337,60,0,0,0,0,0,0,0,0,0,167,0,0,0,110
w,31-40,nein,Partnerschaft,nein,Freitag,<10 Uhr,< 10 km,2000-<3200,> 5,201,0,0,3,0,0,0,0,0,135,0,0,0,0,0,63
m,31-40,ja,ledig,ja,Samstag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,412,0,0,0,28,0,183,0,0,0,62,306,16,0,9,0
m,41-50,ja,ledig,ja,Dienstag,>17 Uhr,< 10 km,<1000,1 bis 5,47,0,21,0,0,20,0,0,0,0,26,0,0,0,0,0
m,31-40,ja,ledig,nein,Dienstag,>17 Uhr,< 10 km,2000-<3200,> 5,280,189,0,0,43,0,99,0,188,0,0,0,48,0,0,0
m,41-50,ja,ledig,ja,Samstag,12-14 Uhr,< 10 km,2000-<3200,0,157,0,0,0,69,0,72,0,0,0,0,0,0,0,0,88
m,31-40,nein,Partnerschaft,ja,Montag,12-14 Uhr,< 10 km,1000-<2000,1 bis 5,249,0,6,0,0,10,0,0,0,0,0,0,0,0,0,243
m,31-40,nein,Partnerschaft,ja,Freitag,10-12 Uhr,10 - 25 km,2000-<3200,0,286,0,0,0,33,0,198,0,134,0,0,176,0,0,0,77
m,>60,ja,ledig,nein,Freitag,12-14 Uhr,< 10 km,3200-<4500,1 bis 5,357,126,0,0,28,0,133,0,411,0,22,114,0,0,39,67
w,18-30,ja,ledig,nein,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,216,0,4,12,42,0,465,0,0,171,40,45,0,0,40,85
w,>60,nein,Partnerschaft,ja,Freitag,>17 Uhr,10 - 25 km,2000-<3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,18-30,ja,ledig,ja,Montag,10-12 Uhr,< 10 km,2000-<3200,> 5,858,59,0,0,0,0,0,0,164,165,61,224,69,0,0,213
m,>60,nein,ledig,ja,Samstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,456,0,18,8,0,72,0,0,0,0,0,354,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,12,0,12,4,0,10,0,0,0,0,0,0,0,0,0,0
m,51-60,nein,Partnerschaft,ja,Montag,10-12 Uhr,< 10 km,2000-<3200,0,237,72,12,0,153,0,294,0,324,0,0,0,0,0,0,0
w,51-60,ja,ledig,nein,Montag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,767,120,7,33,30,98,95,0,0,171,156,158,0,0,64,208
m,18-30,nein,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,>4500,> 5,731,0,0,4,0,0,0,138,0,14,264,107,93,0,38,125
w,18-30,nein,ledig,ja,Dienstag,10-12 Uhr,< 10 km,2000-<3200,> 5,444,0,9,10,0,30,0,0,0,0,0,435,0,0,0,0
w,18-30,nein,Partnerschaft,nein,Samstag,>17 Uhr,< 10 km,<1000,1 bis 5,361,0,0,0,0,0,0,0,0,0,153,208,0,0,100,0
w,31-40,ja,Partnerschaft,nein,Mittwoch,12-14 Uhr,< 10 km,2000-<3200,0,433,189,8,32,49,117,0,0,71,0,29,158,0,0,18,0
w,>60,nein,ledig,nein,Dienstag,>17 Uhr,10 - 25 km,>4500,1 bis 5,318,0,10,0,0,0,0,0,0,213,44,0,21,0,0,201
m,18-30,nein,Partnerschaft,ja,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,476,0,0,0,0,0,279,0,0,180,0,0,17,0,0,0
w,41-50,ja,ledig,ja,Samstag,10-12 Uhr,10 - 25 km,3200-<4500,1 bis 5,217,0,10,15,0,31,0,0,0,0,104,0,51,0,0,52
m,31-40,nein,Partnerschaft,ja,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,204,0,15,30,0,117,0,0,0,219,117,0,24,0,15,0
w,41-50,nein,ledig,nein,Montag,14-17 Uhr,< 10 km,3200-<4500,0,141,0,3,39,117,82,0,0,134,0,0,0,12,0,0,0
m,>60,ja,ledig,ja,Samstag,10-12 Uhr,10 - 25 km,<1000,> 5,327,0,0,0,114,0,225,0,72,90,0,0,81,0,0,42
m,>60,nein,Partnerschaft,nein,Mittwoch,>17 Uhr,< 10 km,1000-<2000,0,30,0,5,21,25,0,0,0,98,0,0,0,0,0,0,0
m,51-60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,> 5,162,0,0,0,62,41,44,59,0,0,0,0,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Donnerstag,>17 Uhr,< 10 km,2000-<3200,> 5,201,0,0,30,0,0,0,0,0,46,75,0,0,39,72,0
m,31-40,ja,Partnerschaft,ja,Mittwoch,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,538,0,8,0,68,4,106,0,71,0,141,120,0,0,51,0
m,18-30,nein,Partnerschaft,ja,Dienstag,<10 Uhr,< 10 km,1000-<2000,> 5,172,0,0,0,0,54,0,0,0,0,0,0,0,0,0,118
m,>60,nein,ledig,ja,Freitag,>17 Uhr,10 - 25 km,2000-<3200,> 5,599,306,3,18,0,30,0,0,0,102,120,56,0,0,54,114
m,18-30,ja,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,2000-<3200,> 5,399,0,12,0,30,14,0,0,222,0,39,0,66,0,9,0
w,>60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,>4500,1 bis 5,647,0,10,30,0,0,0,37,0,0,47,459,0,0,42,0
m,18-30,ja,Partnerschaft,ja,Dienstag,12-14 Uhr,< 10 km,2000-<3200,> 5,289,0,0,0,7,54,0,60,0,108,168,0,0,0,0,0
